posted_date,skills,job_name,job_type,company_name,company_location,website,description,ld_link
2020-07-20,"['.NET', 'AJAX', 'Agile', 'C', 'CSS', 'Go', 'HTML', 'Java', 'JavaScript', 'Lean', 'Photoshop', 'React', 'SEO', 'Scala', 'UIPath', 'WebRTC', 'jQuery']",Front End Engineer,"Full-Time, Programming, Front-End, Anywhere (100% Remote) Only", Hopin ,"London, UK",http://hopin.to,"At Hopin, we’re reimagining virtual events. As the first all-in-one virtual venue for live online events, Hopin brings people together in a highly interactive and engaging online experience that feels just like an in-person event, only without the barriers. Whether it’s a 50-person meetup, or a 50,000-person conference—any type of event organizer can host a Hopin event for their attendees, speakers, sponsors, and vendors to convene, learn, and interact face-to-face online. We’re spearheading the innovative technology that is enabling people to gather online like never before.Our mission is simple: better connections for a better planet. We believe in events without limits, but events that are sustainable and accessible to everyone—and fun, too! To do this, we need passionate builders and storytellers to join us. Do you love people and technology and the magic that happens when they converge at scale? Do you have the skills and experience we’re looking for to better serve our clients? If so, we’d like to meet.We’ve recently been funded by Accel, Northzone, Seedcamp, Web Summit’s Fund, Slack Fund and a number of high-profile angel investors participated, including Supercell founder Ilkka Paananen, UiPath founder Daniel Dines, Intercom founder Des Traynor, GoCardless COO Carlos Gonzalez-Cadenas and Miro founder Andrey Khusid.The roleWe are looking for someone who is self-driven and ambitious, with a keen eye for design, and preferably with solid experience in frameworks like React and JQuery. We are also looking for someone with strong experience with Twilio, OpenTok and other video softwares.You will be responsible for implementing visual elements that users see and interact with, ensuring alignment of web design, optimising web pages, among other duties.We are seeking a highly motivated individual who is comfortable in a fast paced start-up environment as well as working with a remote development team. You will have the opportunity to work within a highlight motivated and ambitious team of 10, reporting directly to the VP of Engineering.ResponsibilitiesDevelop new user-facing features. Ensuring high quality user experience.Maintain and improve company website. Build reusable code and libraries for future use.Optimise application for maximum speed and scalability. Provide high-quality graphics and visual elements. Work closely with a small agile development team.  Delivering projects and KPIs on-time with high quality browser troubleshooting, debugging.Requirements4+ years Front-End development experience.Proficiency with fundamental front end languages such as HTML, CSS, and Javascript.Strong experience with JavaScript frameworks such as React and JQuery.Experience working with video software like Twilio and OpenTok.Experience with WebRTC, Live Streaming or other related video technologies. Good understanding of asynchronous request handling, partial page updates, and AJAX. Understanding of key design principles.Solid experience working in an agile development environment. Passion for clean code. Strong analytical and critical thinking. Proficient knowledge of cross-browser compatibility issues and solutions.PreferredExperience in graphic software such as Adobe Suite, Photoshop, etc.Knowledge of some SEO principles.Self-starter, able to deliver project on time meeting high quality standards.Strong understanding of different software development practices,infrastructure, and how. each can help bring more value to customers.Great interpersonal and communication skills. The Offer A competitive starting salary, a fully remote and flexible company, work from wherever!",https://www.learningdollars.com/client/select_engineers/?crid=2145
2020-07-20,"['ARM', 'AWS', 'Bootstrap', 'C', 'Git', 'Go', 'Heroku', 'Postgres', 'REST', 'React', 'Typescript']",Fullstack Engineer (Rails & React),"Full-Time, Programming, Full-Stack, North America Only", Upright Labs ,"Washington, DC",https://uprightlabs.com,"About Upright Labs Upright Labs builds multichannel ecommerce software for retailers. We make it really easy for second-hand retailers to manage inventory and sell online, everywhere. Our software processes thousands of items each month and has helped retailers sell millions in inventory. We work with second-hand retailers including Goodwill and Salvation Army. Our software powers their ecommerce operations and your code will directly impact their success. Our stack is Rails on the backend with React.js with Typescript on the frontend, backed by a Postgres DB. We run everything on AWS and Heroku, logging with LogDNA, CI with Github Actions, error tracking with Sentry, and source code on Github. We constantly evolve our stack and are always on the lookout for new exciting technologies. You'll be joining our engineering team as the fourth hire (11th total). You'll help our engineering team grow by helping us make foundational decisions in our product and technical directions. If you like to work on small teams with lots of autonomy and work closely with customers, then you'll be a great fit for Upright.About YouYou're a hacker. You love to code, read Hacker News, and constantly push yourself to try new web technologies.Highly motivated and care deeply about good code.You have strong opinions, weakly held. You're not afraid to standup for what you believe in but are empathetic and open to change.You're a self starter who wants to push out code on day 1.You're a go-getter, want to expand your skills, and dive deep into code to figure out and tackle hard problems.Have 3+ years experience working on larger-scale web applications.What You'll do Deploy code on your first day.Take charge of our stack, drive decision-making, and own new features.Work on our Rails backend and React frontend building out new features and improvements.Talk to customers and contribute in product directionHelp guide and grow Upright Labs into the best ecommerce software for retailers.Why Upright Fast growing company that's doubled its headcount the last 6 monthsProfitable and 100% bootstrappedCompetitive compensation, including equityHealth and Dental insurance, 401k matchMonthly donation matchingGenerous vacation policyQuarterly developer hackathons100% remote team based across 3 North American time zonesWork with an exciting and growing company with lots of interesting technical problems",https://www.learningdollars.com/client/select_engineers/?crid=2146
2020-07-20,"['C', 'Kotlin', 'REST', 'Typescript', 'Vue.js']",Software Consultant / Developer (m/f/d),"Full-Time, Programming, Anywhere (100% Remote) Only", BRYTER ,"Frankfurt am Main, Germany",https://bryter.io,"What is your job? As a Software Consultant, you will be part of our remote-first, cross-functional Business Services team, consisting of business services consultants, customer success managers, designers and developers. Together you’ll consult with our customers and develop custom software solutions based on the BRYTER platform’s APIs.Daily life at BRYTER is very dynamic: One day you could travel to a customer to conduct a design thinking workshop. The next day you may build and test prototypes with customer success managers, and on another, you could write production code while developing a custom extension for the BRYTER platform. Whatever the task, you always put the customer first and take ownership, from identifying the problem until a solution is developed and successfully rolled-out. If you’re a team player who likes dynamic work environments, enjoy working very closely with customers and love to develop software, this is the perfect role for you!The technologies you’ll work with primarily in this role are TypeScript, Vue.js, Kotlin, RESTful-APIs and all kinds of databases. We love working with people who are eager to learn, so please apply, even if you haven’t worked with our choice of frameworks or technologies before.Why should you apply? Direct impact on our product from day one Colleagues that care about the product and the people who build itWe support you in your journey to become the best version of yourself. Not the least by providing challenging work, people around you who you can learn from, as well as a personal conference & training budgetBRYTER has a product & business model that’s tried and tested and we’re in the process of scaling our impact, so your impact can scale with us Customers love our product which you’ll have a key role in developingHow we workHave a look at our site to get an impression on how we work. 🏗",https://www.learningdollars.com/client/select_engineers/?crid=2147
2020-07-19,"['C', 'Excel', 'Git', 'Go', 'MySQL', 'PHP', 'REST', 'React', 'SQL', 'UI Design', 'Wordpress']",PHP and React Developers,"Full-Time, Programming, Full-Stack, Anywhere (100% Remote) Only", OnTheGoSystems ,100% remote,https://www.onthegosystems.com/,"Want to build products that millions of people use? Want to be part of an international team, with other bright and creative developers? Prefer responsibility over micro-management?OnTheGoSystems develops the popular WordPress plugins - WPML and Toolset.  We are looking for talented developers who specialize in PHP and React to join our development team The project and the jobOver 150,000 clients use our software to build more than 1 million websites. In every new release we build new features and improve our products. New developers take ownership of major features and develop them with complete autonomy. Development begins with a detailed spec and completes with working code and automatic tests. Basic skills that we require for this position:Working experience in PHP and React (3 to 5 years)Experience in efficient database usage with MySQLAdvanced knowledge of version control using GitExperience writing automated testsA good level of spoken and written EnglishA strong sense of ownership and responsibilityBonus skills:Excellent GUI design skillsExperience with the WordPress APIBesides being smart, autonomous and a great developer, you need to be a team player. We maintain a friendly environment, which allows us to be productive and enjoy our work.What we offer:This is a 100% remote position. Candidates must be self-motivated, focused and organized to succeed.Be part of a team of smart, creative, and like-minded individualsWork on exciting, high-impact projectsLearn and improve your skills to grow as a professionalFreedom to create and implement innovative ideasMeet and collaborate with team members across the globeFull-time and steady position with national holidays and vacation daysFind out about all our perks on our job opening page. Most of our development team is located in Europe. This position is open to candidates who work in the same timezone as us (including Europe, the Middle East, and Africa).If you’re interested in joining us, please send your application, and let’s talk.  ",https://www.learningdollars.com/client/select_engineers/?crid=2148
2020-07-19,"['C', 'CSS', 'Docker', 'Excel', 'Git', 'Go', 'HTML', 'Java', 'JavaScript', 'Laravel', 'Lean', 'MVC', 'MySQL', 'OCR', 'PHP', 'REST', 'SQL', 'Symfony', 'Vue.js', 'Webpack']",Full Stack Developer (PHP),"Full-Time, Programming, Full-Stack", Harvest Digital Planning ,"Melbourne, Australia",https://harvestdp.com/,"Our MissionHarvest is a mission-driven company, striving to empower government and its citizens to collectively deliver a better future for people and place.Our vision is to strengthen democratic processes through technology by helping citizens become  actively aware and engaged in projects that affect their cities and communities. Our goal is to help the public sector make more informed and smarter decisions based on the collective intelligence of its citizens.Our ProductOur citizen engagement software The HiVE is the world’s most versatile and feature-rich platform of its kind, boasting over 30 content tools, nine participation tools and a host of additional functionality. It helps our customers create interesting and meaningful digital experiences that better connect them to their communities and enable meaningful participation in civic life.The HiVE supports customers across Australia as well as internationally, primarily in New Zealand, Canada and the USA. Our CultureHarvest is an award winning digital product company made up of a small but diverse and ambitious team. All of us are passionate about technology and design and are interested in how these tools can be applied to help improve our cities and the communities they supportWe value people who share an enthusiasm for democratic principles, community participation, social issues and technology and have a natural curiosity and interest in self learning so that we can continue to push the envelope of what’s possible.Our office and headquarters is located in Collingwood, Victoria, Australia however we are a progressive organisation which embraces modern work practices including a remote-first culture meaning our staff have the flexibility to work from home or another location.Who You areA passionate and multi-faceted full-stack web developer with a strong portfolio that can demonstrate knowledge and experience in PHP and JavaScript to help us take the The HiVE to the next level by improving existing features as well as contributing towards the building of new solutions from the ground.You love problem solving and working autonomously to find solutions to squash bugs or build new features in creative ways. You are aware of technology trends and are constantly looking for new ways to improve any features or functionality to deliver the best possible outcome for our clients.You possess solid communication and problem solving skills and be able to demonstrate that you can work well with creative direction, technical direction, tight timeframes and client feedback.The RoleAs a full stack web developer you will be working within our small but growing team and will be responsible for overseeing and delivering both the back-end and front-end of core features and functionality. We have regular major release cycles and are looking for someone with strong technical skills and an engineering mindset, who wants to build logical, clean code that is extensible, performant, reusable and maintainable.You will often be working autonomously or within a small team so will be expected to have attention to detail and deliver a good user experience as part of the development of any solution. Expected skills and experienceExcellent knowledge of HTML5, CSS3, JavaScript and web standardsHave strong skills in PHP and understanding of OO programming techniquesHave strong skills in SQL and understanding of RDBMS (MySQL)Have strong skills in JavaScript and knowledge of modern JavaScript frameworks such as Vue.jsExperiencing working with MVC frameworks’ such as Laravel / SymfonyExperiencing building and working with RESTful API’s and JSON data objectsKnowledge of front-end build and workflow tools such as Grunt / Webpack / BabelProficient at using version control systems such as GitExperience writing PHP and JS unit testsKnowledge of PHP doctrine database migrationsKnowledge of web accessibility and best practicesKnowledge of Docker ContainersWhen RespondingWe like to hire passionate people who love technology and believe in our company mission. So if you are keen to apply we would appreciate if you could respond to the following question in your cover letter along with your CV:In what ways do you think technology can create positive impacts on cities, communities and society? ",https://www.learningdollars.com/client/select_engineers/?crid=2149
2020-07-19,"['C', 'Go', 'Lean', 'Nodejs', 'React', 'Ruby', 'Ruby on rails', 'SAP', 'Scala']",Mid-Senior Web Developer (Node.js / React.js / Ruby on Rails) - Remote (Central & South America only),"Contract, Programming, Full-Stack, Americas Only", Xprt LLC ,"Houston, TX",http://www.xprt.io,"We are looking for experienced web developers who can build and maintain scalable software solutions. You’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment. We have opportunities for back-end and front-end developers, and will be happy to consider exceptional full stack talent. Most of our projects use the Node-React stack, and a few are written in Ruby.What you will doCollaborate with product managers and software engineers to build groundbreaking user-centric productsWrite reusable, testable, and efficient codeImplement new features and user interfaces, keeping mobile first always on top of your mindOvercome unique coding challenges with creative problem solvingWhat you bring 3+ years web development experience, working with one of the following frameworks: Node.js, React.js or RubyThorough understanding of user experience and product strategyExperience implementing testing platforms and unit testsAble to create database schemas that represent and support business processesAppreciation for clean and well documented codeYou have a good command of the English language, both written and spoken, and are a natural communicatorCurrently working form Central or South AmericaExperience working remotely - nice to haveWhat we offerA flexible lifestyle that fits the modern work-life balanceWork remotely with a light meeting scheduleOpportunity to work on many projects in diverse fieldsCompetitive fixed or hourly ratesHighly skilled co-workers with whom you can grow your skill set",https://www.learningdollars.com/client/select_engineers/?crid=2150
2020-07-18,"['Bootstrap', 'C', 'DeFi', 'Excel', 'Git', 'Go', 'Nodejs', 'OCR', 'Postgres', 'REST', 'React', 'Ruby', 'Ruby on rails', 'SSL', 'Typescript', 'Vue.js']",Backend Engineer @ CartKit,"Full-Time, Programming, Back-End, Anywhere (100% Remote) Only", CartKit ,Remote,https://www.cartkit.com,"Remember a time when you received a product or service that completely blew you away? The feeling of deep satisfaction, happiness and joy that you couldn't wait to express to the rest of the world? At CartKit, we believe in empowering digital businesses with the tools that they need so that they can focus on what they do best: creating and selling their unique products and services, and blowing their customers expectations away. We're looking for world class talent to join us on this mission. Intro Why this Role? Create software that will redefine the movement from physical to digital. CartKit is positioned to create the most deeply integrated, leveraged and useful software for commerce in the digital space.Work with some of the best and brightest people in the world. A team of 7 builds products used by over 30,000 businesses. We've achieved more than teams that are 10x our size by relentlessly focusing on first principles, recruiting world-class talent and building in-house tech that allows us to magnify our output.Make an outsized impact. Our team is still small and each team member wears many hats. Get to participate in every phase of the process — from inception, to planning, to implementation, to polish. Take ownership over not just code, but business outcomes.It's a magical time to join. We're bootstrapped, profitable and have rapid growth opportunities ahead of us. Join us and shape the tools that are redefining digital commerce.About this Role So what will you do as a Backend Engineer @ CartKit? You'll help scale CartKit products across tens of thousands of online businesses and millions of end usersYou'll build sophisticated backend infrastructure that processes millions of events daily, and currently holds over 3TB of data.You'll improve the reliability of our services so that we continue build world class products that exceed our customer's expectationsYou'll build and improve upon business operations and internal tooling — a large part of our efficiency comes from the internal tools and systems we've created — think setting up monitoring and internal dashboards.Is this a good fit for you? We're looking for world class talent that has energy, drive and a conviction to push digital commerce forward. This might be for you if... You excel at your craft — your work is well crafted and well tested.You have experience with scale — you've worked with companies that have experienced rapid growth and understand what it takes to reach the next level.You can readily learn — to you, tech is a means to an end. You're not married to any language, framework, or ideology. You use the right tech for the job and can learn new tech quickly.You care about business implications of the software that you build — you understand the balance between craft, speed and the bottom line. You understand that software is built first and foremost for customers.Bonus: You enjoy writing — you understand that clear writing is oxygen for a distributed team and take pride in clearly articulating your thoughts and ideas.Bonus: You've spent time as a senior engineer or tech lead.Bonus: You're fluent with Typescript, NodeJS, Postgres, Elasticsearch, Ruby on Rails, VueJS, React.Company Mission We want to empower digital businesses with the tools they need so that they can focus on what they do best: creating and selling their unique products and services. About CartKit CartKit's products are used by over 30,000 active businesses from over 150 countries. We're very profitable and have doubled revenue year over year. We're bootstrapped and entirely distributed — find us in Colombia, Mexico, Pakistan, Poland, and the United States. We have a flat organizational structure; everyone is responsible and autonomous. We dislike bureaucracy and aim to eliminate operational inefficiencies. We don't believe in long meetings or formalities. We encourage the team to find the right balance between synchronous and asynchronous collaboration. Each team member is on a personal journey to maximize deep work, focus, creativity and impact. We believe in an idea meritocracy. We focus on adding value and building, getting work done in the best possible way, and making something greater than ourselves. ",https://www.learningdollars.com/client/select_engineers/?crid=2097
2020-07-18,"['.NET', 'AWS', 'C', 'Data Engineering', 'Excel', 'Git', 'Go', 'Java', 'JavaScript', 'Kotlin', 'Lean', 'MySQL', 'Python', 'React', 'Ruby', 'SQL', 'Vue.js']","Software Engineer, Android (Kotlin)","Full-Time, Programming, Full-Stack, North America Only", Doximity ,"San Francisco, CA",http://www.doximity.com,"Doximity is transforming the healthcare industry. Our mission is to help doctors be more productive, informed, and connected. As a software engineer, you'll work within cross-functional delivery teams alongside other engineers, designers, and product managers in building software to help improve healthcare.  We put mobile first. We have built and maintain multiple fully-native Android and iOS apps that healthcare professionals use on a daily basis to increase productivity and provide better patient care. We have recently re-designed and re-architected our main Android app using Clean Architecture, written 100% in Kotlin. It utilizes a modular reactive architecture, which has drastically decreased feature development time and has made the development process much more pleasant. Click here to get more information about our stack on each platform We are looking for a talented Android Software Engineer to join our team of 8 Android engineers. Doximity is based in San Francisco, CA, but our entire Android team is remote! Our team brings a diverse set of technical and cultural backgrounds and we like to think pragmatically in choosing the tools most appropriate for the job at hand. One of Doximity's core values is stretching ourselves. Even if you don't check off all the boxes below we encourage you to apply. Doximity is full of exceptional people that don't fit a mold, join us! About You Advanced knowledge of Kotlin and have substantial experience building Android appsSome experience with Clean ArchitectureAt least 5 years of professional experience with Android development using the Android SDKYou stay up-to-date with latest patterns and libraries from the Android communityYou have a good understanding of how to test on AndroidYou possess a deep understanding of design patterns and with an eye for detecting their use case in the codeExperience with async patterns, and network communicationYou are able to self-manage and have impeccable follow-throughYou are an clear communicator able to get your point across concisely and cohesivelyYou have the desire to teach others how to excel as software engineersHow You'll Make an Impact You'll collaborate with a team of product managers, designers, QA, and other developers to drive mobile projects from beginning to endYou'll be included in decision-making and will weigh in on balancing factors like scope, complexity, and timingYou'll architect your code in a way that encourages and allows for flexible, modular, and reusable codeYou'll encourage growth within the team by participating in mentorship, knowledge sharing, and thorough code reviewsYou'll help keep our apps robust by writing tests, monitoring, reporting, and troubleshooting bugsBenefits & Perks Generous time off policyComprehensive benefits including medical, vision, dental, Life/ADD, 401k, flex spending accounts, commuter benefits, equipment budget, and continuous education budgetPre-IPO stock incentives.. and much more! For a full list, see our career pageAbout Us Here are some of the ways we bring value to doctorsOur web applications are built primarily using Ruby, Rails, Javascript (Vue.js), and a bit of GolangOur data engineering stack run on Python, MySQL, Spark, and AirflowOur production application stack is hosted on AWS and we deploy to production on average 50 times per dayWe have over 350 private repositories in Github containing our applications, forks of gems, our own internal gems, and open-source projectsWe have worked as a distributed team for a long time; we're currently about 65% distributedFind out more information on the Doximity engineering blogOur company core valuesOur recruiting processOur product development cycleOur on-boarding & mentorship processWe’re thrilled to be named the Fastest Growing Company in the Bay Area, and one of Fast Company’s Most Innovative Companies. Joining Doximity means being part of an incredibly talented and humble team. We work on amazing products that over 70% of US doctors (and over one million healthcare professionals) use to make their busy lives a little easier. We’re driven by the goal of improving inefficiencies in our $3.5 trillion U.S. healthcare system and love creating technology that has a real, meaningful impact on people’s lives. To learn more about our team, culture, and users, check out our careers page, company blog, and engineering blog. We’re growing fast, and there’s plenty of opportunities for you to make an impact—join us! Doximity is proud to be an equal opportunity employer, and committed to providing employment opportunities regardless of race, religious creed, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, pregnancy, childbirth and breastfeeding, age, sexual orientation, military or veteran status, or any other protected classification. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. ",https://www.learningdollars.com/client/select_engineers/?crid=2151
2020-07-18,"['C', 'Git', 'Go', 'Java', 'JavaScript', 'REST', 'WebRTC', 'iOT']",Senior JavaScript and WebRTC Developer,"Full-Time, Programming, Anywhere (100% Remote) Only", X-Team ,Remote,https://x-team.com/join/?utm_source=weworkremotely&utm_medium=board,"About X-Team""X-Team provides high-performing, on-demand teams of developers for leading brands.""X-Team is a 100% remote company that’s helped companies build remote development teams for more than a decade.We believe in living a life of freedom that allows you to spend more time staying energized by doing more of what makes you come alive. The X-Team lifestyle, centered around passionate people doing more of what energizes them, attracts thousands of developers to apply every day. If you want to be motivated to learn, grow and explore in an environment rooted in respect and positive energy, X-Team is where you belong. Join us and our community of developers from 40+ countries around the world as we continue to build the most energizing community for developers. Watch this video from our CEO to learn more about the X-Team experience and the inspiration behind it.Most Important:Expert knowledge of JavaScriptExperience with large scale media streaming systemsExperience building software using an entity-component-system patternExperience with unit testingWrite well designed, testable, efficient codeA passion and curiosity for creating and building thingsNice to haveExperience building multiplayer gamesExperience working remotelyFamiliar/involved with open source projectsPersonalIndependentFluent in English, written and spokenProblem solverProactive attitudePerks:Get the chance to work with big brands like Riot Games (League of Legends), Sony, Fox Broadcasting, Kaplan Inc. (top education company), Coinbase (#1 crypto exchange), BeachBody (#1 fitness company), etc.Work from anywhere as part of a community of digital nomads.Live and work in one of our roaming hacker houses (X-Outposts) around the world: Be part of the most energizing community for developers in the world by participating in our Seasons, a 3-month experience filled with challenges, rewards, RPGs, competitions, and more, all centered around a theme that will inspire and energize you. Get $2,500 per year (Unleash+) to spend on doing more of what you love and staying energized. Use it on conferences, courses, video games, photography gear, music gear, cooking gear, a gym membership, adventure sports, baby/pet sitting, productivity apps, restaurants, coworking, movie tickets, headphones, etc. FAQ:Who is X-Team meant for?Any freelance developers with experience working on high-scale, remote teams and projects with a motivated, proactive attitude and compassionate, team-player heart. If you've worked with freelancing platforms before, that's not what we are. X-Team is a community of all likeminded people, carefully chosen to ensure we are able to create an environment of the most motivated people in the world who come together to unleash their potential. What we've created is truly special and not a faceless platform. X-Team is where developers go to feel truly at home together, while becoming more motivated and energized than they've ever been.",https://www.learningdollars.com/client/select_engineers/?crid=2152
2020-07-18,"['C', 'Git', 'Go', 'HTTP', 'Python', 'REST', 'dbt', 'iOT']",Data/Analytics Engineer,"Full-Time, Programming, Anywhere (100% Remote) Only", X-Team ,Remote,https://x-team.com/join/?utm_source=weworkremotely&utm_medium=board,"About X-Team""X-Team provides high-performing, on-demand teams of developers for leading brands.""X-Team is a 100% remote company that’s helped companies build remote development teams for more than a decade.We believe in living a life of freedom that allows you to spend more time staying energized by doing more of what makes you come alive. The X-Team lifestyle, centered around passionate people doing more of what energizes them, attracts thousands of developers to apply every day. If you want to be motivated to learn, grow and explore in an environment rooted in respect and positive energy, X-Team is where you belong. Join us and our community of developers from 40+ countries around the world as we continue to build the most energizing community for developers. Watch this video from our CEO to learn more about the X-Team experience and the inspiration behind it.Most Important:We're looking for data/analyitcs engineers, specifically experienced with https://www.getdbt.com/Demonstrable experience with DBTSolid experience with PythonNice to haveExperience working remotelyFamiliar/involved with open source projectsPersonalIndependentFluent in English, written and spokenProblem solverProactive attitudePerks:Get the chance to work with big brands like Riot Games (League of Legends), Sony, Fox Broadcasting, Kaplan Inc. (top education company), Coinbase (#1 crypto exchange), BeachBody (#1 fitness company), etc.Work from anywhere as part of a community of digital nomads.Live and work in one of our roaming hacker houses (X-Outposts) around the world: Be part of the most energizing community for developers in the world by participating in our Seasons, a 3-month experience filled with challenges, rewards, RPGs, competitions, and more, all centered around a theme that will inspire and energize you. Get $2,500 per year (Unleash+) to spend on doing more of what you love and staying energized. Use it on conferences, courses, video games, photography gear, music gear, cooking gear, a gym membership, adventure sports, baby/pet sitting, productivity apps, restaurants, coworking, movie tickets, headphones, etc. FAQ:Who is X-Team meant for?Any freelance developers with experience working on high-scale, remote teams and projects with a motivated, proactive attitude and compassionate, team-player heart. If you've worked with freelancing platforms before, that's not what we are. X-Team is a community of all likeminded people, carefully chosen to ensure we are able to create an environment of the most motivated people in the world who come together to unleash their potential. What we've created is truly special and not a faceless platform. X-Team is where developers go to feel truly at home together, while becoming more motivated and energized than they've ever been.",https://www.learningdollars.com/client/select_engineers/?crid=2153
2020-07-18,"['AWS', 'Bootstrap', 'C', 'CSS', 'DeFi', 'Go', 'Java', 'JavaScript', 'Lean', 'Mocha', 'No-Code', 'Nodejs', 'React', 'Redis', 'SQL', 'Storybook', 'Webpack']",Frontend Engineer,"Full-Time, Programming, USA Only", Knack ,Remote,https://knack.com/about,"Hi, we're Knack, a no-code platform used by thousands of customers — from non-profits to the world’s biggest companies — to easily build custom apps, workflows, and databases.We're looking for a nice and brilliant front-end engineer to help us meet the enormous challenges around making it easy to do useful things with data. This is a 100% remote role, with a flat culture that gives you the autonomy to define how you can do the best work of your career.In this role, you will:Work with Vue and ES6 to build and maintain Knack product features.Improve and implement UI through design libraries, accessible markup, and modular CSS.Propose and implement architectural approaches for new features and refactoring legacy code.Improve the quality and confidence of a complex codebase with tests, audits, and performance metrics.Code every day. Although we expect technical and product leadership, this is primarily an executional role.Be an inspiring and supportive teammate by participating in PR reviews, pair programming, active feedback, idea generation, teaching, learning, and in general being a delightful human being.We’re looking for someone who is:A problem solver. You aren't afraid to go deep, experiment, learn on the fly, and do the work.Experienced as a meaningful contributor to a complex front-end architecture at scale.An expert in JavaScript and modern reactive frameworks: preferably Vue, or a desire to leverage React experience to master Vue.Humble but opinionated. You have lots of ideas, yet you are happy to shift directions when a better path emerges. You take your work much more seriously than you take yourself.Proactive and flexible. We're early in our process of building out this team and process. We need someone willing to use the best of their experience to advocate for best practices, but  also open to embracing a bit of chaos along the way.An active collaborator. You want feedback on your work early and often, and you get a kick out of a collaborative process because it challenges you to do better work.Engaging beyond 1s and 0s. You understand that empathizing with our customers, building relationships with your co-workers, and going deep on the product makes you a better teammate and a better engineer.Hungry for meaningful work, and space to do it. Knack is a complex product in a complex space and the work is extremely challenging - but also deeply rewarding. Knack makes a major impact in the work of thousands of companies and organizations.Our StackFront-end: ES6, Vue, Vuex, Vue Router, WebpackComponents & Design: Storybook, Atomic design, Saas, Post CSS, CSS ModulesTesting: Mocha Unit Tests, Cypress.js, Ghost InspectorBack-end: Node.js, Mongo, SQL, Redis, AWSAbout KnackKnack makes it easy for anyone to build applications and workflows to make their data useful. Our customers use Knack to run their processes, departments, or even their entire companies.We've been growing steadily since 2012 as we’ve built our team, perfected our product, and nailed our product-market fit.So how are we different?We’re bootstrapped: we’ve had to build something our customers actually pay for. This changes how you do things.We’re 100% remote: and have been from the beginning. Every decision we’ve made has been based around optimizing our remote operations.We’re all a little weird: and we like it that way. We’re more than just chat avatars; we’ve all gotten to know each other, have grown together, and love working with each other.We enjoy the journey: we’re in this for the long haul. We’re not chasing an exit or the next round of funding. We’re building something we’re proud of and want to keep improving on.Learn MoreAbout this roleAbout our work cultureAbout Knack",https://www.learningdollars.com/client/select_engineers/?crid=2154
2020-07-18,"['ARM', 'Agile', 'C', 'CSS', 'Continuous Integration', 'Excel', 'Git', 'HTML', 'InVision', 'Kanban', 'Magento', 'REST', 'SCRUM', 'SEO', 'Shopify', 'Sketch', 'UI Design', 'Vue.js']",Front-end Web Developer,"Full-Time, Programming, North America Only", We Make Websites ,New York,https://wemakewebsites.com/,"About the jobWe Make Websites are a Shopify Plus only agency with offices in New York and London. Our team of 60+ design and develop e-commerce sites for some of the world's largest companies. Brands including: Hasbro, Crabtree & Evelyn, BBC, Aarmy, Paul Valentine, David Beckham Eyewear, Bulletproof, Revant Optics, Missoma, Harper Collins and The Economist.As a front-end developer, you'll be working as part of a cross-functional team of developers, designers, solutions consultants and agile project managers, to build best-in-class e-commerce websites on Shopify Plus.Your job will see you working closely with our team of UX/UI designers bringing their designs to life, creating exceptional e-commerce experiences: from high-converting homepages to perfectly crafted product pages.You'll be doing this alongside a talented team of developers, using a continually evolving set of modern front-end tooling.What we're looking forExcellent knowledge of modern cross-browser HTML5+, ES6+ and CSS3+ (SCSS)Experience building high-quality, responsive layouts and with smooth interactions, transitions and animationsAbility to apply best practice modular web developmentFluency with version control and Git flowsFluency in interpreting and working with third-party APIsAwareness of the most established libraries, their ecosystems and how to choose between themAwareness of web performance best-practice, developing for accessibility and SEOExperience with cross-browser and device testing websitesExperience working within agile environments including Scrum / KanbanExcellent written and verbal communication skillsBonus points if you have...Passion for designKnowledge of Continuous integration/deploymentExperience with Vue.jsExperience with Figma, Invision or SketchExperience working with e-commerce platforms such as Shopify, Magento, Hybris or Salesforce Commerce Cloud. BenefitsSalary based on experience.15 days vacation + your birthday off + Public holidaysAccrue 1 holiday day per year served, uncappedFun, challenging projects for interesting, creative clients.We are a social bunch so expect to have fun with monthly team socials and an annual company-wide event.The opportunity to travel to and work at our New York and London offices.We invest in our team and aim to provide anything you need to expand and nurture your skills including training and equipment.We also reward talent and leadership skills, with a clear promotion path for those who excel. We are an equal opportunity employer and value diversity in our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, or disability status. No recruiters, please.",https://www.learningdollars.com/client/select_engineers/?crid=2155
