skills,job_name,job_type,experience,company_name,industry,company_size,location,hiring_contact,website,description,ld_link
"['Python', 'Javascript', 'MongoDB', 'Node.js', 'Coffeescript', 'Meteor']",Full Stack UX (Javascript) Engineer,Contract,3+ years,CoWorkr,"['Business Intelligence', 'Predictive Analytics', 'Commercial Real Estate']",1-10 people,Reno • Traverse City • Remote,"Elizabeth Redmond, Founder",https://coworkr.co,"CoWorkr is a leading Workplace Analytics company using sensors to generate real-time data on workplace occupancy and rich analytics for real estate strategists. We build our own hardware and software to offer a complete end-to-end service to global customers. Our technology is now helping major corporations with their return to workplace strategy. We provide real-time data on safe distancing measures, kiosks to help staff find available and unused seats/rooms, analytics for planning, and daily use maps for janitorial staff. Since inception in 2014, our tech has been deployed in 200+ unique workplaces globally including the offices of LinkedIn, Salesforce, HSBC, Henkel, WSP, and Paychex. CoWorkr has collected over 5M days of data and is distributed by CBRE, JLL, Haworth, iOffice, and more.
Our technology includes:
Hardware-enabled software (Bluetooth Sensors that stream data to a Cloud)
Meteor- and Javascript- based web app that visualizes real-time and historical data
API for integrating data with partner apps
We are seeking a Fullstack Engineer with a focus on frontend and UX. You will be involved in the entire software development process to ensure quality and value throughout the entire product but expected to have experience in building beautiful frontends. In detail this will include building dashboards that utilize real-time and historical sensor data as well as other software dev tasks. You will be working on a small team under our CoFounder and CTO.
What You’ll Do:
Codesign and Implement new front end features
Maintain App through testing/ bug fixing
Maintain and implement new data sources into the app’s analytics
Perform needed technical and nontechnical tasks throughout the entire platform
What You Bring:
3+ years in a Software Development and/or Fullstack Engineering role
Minimum Bachelor’s degree in Computer Science (or another STEM discipline) 
Expert with Javascript, CoffeeScript, MongoDB, RestAPI, HTML, CSS, Meteor, and Python
Ability to self-manage and be autonomous among a distributed team in an agile environment
Fluent in english and authorized to work in the US
What We Bring: 
Startup CultureFlexible work hours
Work-from-Home
Medical, Dental, Vision
Performance based option grants
Flexible PTO
",https://www.learningdollars.com/client/select_engineers/?crid=2390
"['Javascript', 'Git', 'Firebase', 'Angular', 'Angular 8']",Software Engineer - Angular 5+,Contract,3+ years,RendezView.io,"['SaaS', 'Collaboration', 'Technology', 'Communications Software', 'Collaboration Software']",1-10 people,California • Oregon • Hawaii • Remote,"Stefan Opsal, Founder",https://rendezview.io,"WHAT YOU NEED:
Our ideal candidate has 3+ years software development experience using:

JavaScript, Typescript
Angular 5+ (MUST HAVE)
Firebase
Git
Plusses:


Experience with backend Node and Electron
Experience with Google Cloud. 
Ability to complete all phases of software development life cycle including analysis, functionality, testing and support.


PREFERRED SKILLS AND EXPERIENCE:

Fluency in English, Spanish a plus.
Excellent verbal and written communication skills.

WHAT YOU GET:

Compensation packages consisting of either a Full Time Contract OR Salary + Equity.
The opportunity to build innovative technology in the booming Collaboration Tech market.
Get in on the ground floor as one of the first 5 employees at a venture backed startup.
Live and work remotely.

",https://www.learningdollars.com/client/select_engineers/?crid=1792
"['Javascript', 'User Experience Design', 'Software Development', 'Web Development', 'Data Engineering', 'React.js', 'GraphQL/Apollo']",Senior Software Engineer,Full-time,4+ years,Outschool,"['Information Technology', 'Education', 'Marketplaces', 'K-12 Education', 'Underserved Children', 'Edtech']",11-50 people,United States • San Francisco • Remote,"Tamara , Employee",https://outschool.com/,"Outschool's mission is to inspire kids to love learning. We believe the best way to do that is by linking learning to kids’ interests, connecting them with others who share those interests, and giving them the autonomy to pick their own path. We provide small group classes that meet over live video chat where learners are connected with teachers and classmates who share their interests. These classes are offered through our marketplace and conducted on our remote learning platform.
We're an experienced team with past accomplishments at Airbnb, Square, Apple, Uber, Udemy, Amazon, Google, and many startups. We came together because we wanted to make a difference in education, and saw the opportunity to empower learners, teachers, and parents. Now, in the face of mass school closures, our product and expertise has become central to many more families and organizations than ever before. Our business is growing explosively and as of July, 400,000 learners have taken more than over 1.3M class hours. We've already doubled our team so far this year to keep up with growth. As well as growing our business, we're committed to access and impact so we founded outschool.org to offer $1M in financial assistance to families in need. We're Series A stage, have raised $22M in funding and are profitable.
We are an effective team of senior engineers, getting a lot done by staying focused on the work that matters. We're iteratively building up a complex product for a highly engaged audience. Upcoming projects include data-driven recommendations, measuring teacher quality and learner engagement, learner profiles, integrated messaging, assignments, learning paths, growth experiments, better search, and more.
We work in modern JavaScript: React, GraphQL/Apollo, and Node/Express backed by PostgreSQL.
Here are some reasons to join us

Collaborative team culture that encourages pairing, iteration, and impact
Novel vision to transform kids' education through remote teaching with live video chat
Experienced team from Airbnb, Square, Amazon, Google, Udemy and Clever
Lots of opportunities to make an impact by building large features end-to-end
Consumer product with fast iteration cycles means you can have a big impact in a short time
Proven, fast-growing marketplace business with millions of dollars in annual revenue
Funded by top education and marketplace investors, Reach Capital and Union Square Ventures

We look for candidates who

Have been programming professionally and challenging themselves for at least 2 years
Communicate clearly 
Balance big-picture perspective with attention to detail
Take responsibility for their work
Care about learning and education
Have something to teach us

Must be a citizen or legal resident of the U.S. or Canada and reside in U.S. or Canada.
Outschool is an equal opportunity employer. We view diversity as a moral imperative and a competitive advantage. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We plan and structure our interviews to directly assess skills and experience.
",https://www.learningdollars.com/client/select_engineers/?crid=2399
['React.js'],Frontend developer (React),Contract,2+ years,Contento,"['Social Media', 'Artificial Intelligence', 'Small and Medium Businesses', 'Marketing Automation']",11-50 people,San Francisco • Antwerp • Remote,"Ludwig Dumont, Investor • 2 years",http://www.hellocontento.com,"Responsibilities:

You will be responsible for developing the frontend of the Contento platform.

What we are looking for:

Experience with most of the following technologies: Javascript, React.js, Redux
You are able to generate clean React Components based on the design input
You have a passion for good design and use animations to enhance the user experience
Ability to quickly learn new technologies
You are pragmatic and do what’s best for the product/business
You help think about the user experience
You are able to challenge the product owner when something can be done faster or better

What we offer:

The chance to be part of a growing young company 
Working remotely and/or at our offices
The ability to grow in your role 
A flexible, result-driven work environment
Competitive remuneration package

",Not Found
"['Javascript', 'React.js', 'Graph Ql', 'Redux', 'Polaris', 'Next.Js']",React Frontend Software Engineer,Contract,4+ years,Tenddo,"['Web Design', 'Web Development', 'Digital Marketing']",11-50 people,San Francisco • Remote,"David Patterson Craig, Project manager • 6 years",https://www.tenddo.com,"Are you an experienced yet curious frontend engineer? Have you always wanted to join an early-stage startup? You will be challenged to build interfaces that delight users and adhere to the Polaris design system (https://polaris.shopify.com). You'll also get to interact with customers directly to see the fruits of your labor, however ripe, and get that delicious feedback firsthand. Isn't that bananas?! ;)
You will be working on a single-page application (SPA) written in React utilizing Redux for state management and communicating with RESTful endpoints, backed by SQL databases. Building sophisticated technology that's effortless to use takes great skill and care, come craft something you're proud of.
Required expertise
JavaScript
React/Redux
Polaris
Next.js
GraphQL
HTML5/CSS3
Preferred experience
Node.js/Express
REST APIs
AWS
",
[],Software Engineer,Contract,2+ years,ID-Queue,['Healthcare'],1-10 people,United States • Remote,"Alexandra S Avedisian, Founder",https://www.id-queue.com,"Web and Mobile App Developer/Support Job Responsibilities:
The role is responsible for designing, coding and modifying websites, from layout to function and according to company specifications. Strive to create visually appealing sites that feature user-friendly design and clear navigation. Concurrently a Mobile Application will require development, support and maintenance as changes and updates are needed.
Web and Mobile App Developer/Support Job Duties:
• Understanding of HIPAA regulations and standards 
• Ability to scope and apply your expertise to many interesting technical problems.
• Candidate must have a strong understanding of UI, cross-browser compatibility, general web functions and standards.
• The position requires constant communication with colleagues.
• Experience in planning and delivering software platforms used across multiple products and organizational units.
• Deep expertise and hands on experience with Web Applications and programming languages such as HTML, CSS, JavaScript, JQuery and API's.
• Deep expertise and hands on experience with iOS Mobile Applications and programming languages such as xCode and Swift
• Deep functional knowledge or hands on design experience with Web Services both IIS and Apache
• Strong grasp of security principles and how they apply to E-Commerce applications.
• Strong debugging and an ability to apply critical thought to problem solving
• Able to communicate and balance customer needs and provide support. 
Web and Mobile App Engineer Skills and Qualifications:
• PHP, JavaScript, JQuery, HTML, HTML5, CSS, CSS3
• Web Programming Skills, iOS, Objective C, Swift
• XCode,  iTunes Connect, App Loader, Test Flight
• Cross-browser compatibility, Web User Interface Design (UI), Security Principles, Object-Oriented Design, Web Services (REST/SOAP), Multimedia Content Development, API's
• Teamwork and Verbal Communication
",Not Found
"['Wordpress', 'Communication Skills', 'Frontend Development', 'API', 'React.js', 'English language']",Full Stack Engineer,Contract,3+ years,The Bosco,['Events'],1-10 people,United States • Remote,"Monica Moncayo, Employee",https://thebosco.com,"Note: This role is W2 only and the person must be US-based.
WHO WE ARE:
We are an event technology company that has pivoted to virtual events during the pandemic, and are pioneering the space with highly custom, interactive live web experiences for major brands. We are looking for part-time help as we scale up in this new space (opportunity to turn into full time as more projects come in).
Most of our projects involve a custom-built website, including several “rooms”, each of which is a page that includes lightly interactive elements, streams, chat, etc. The browser experience is desktop first, but also needs to be responsive.
WHO YOU ARE: 
Front end skills / React whiz. Backend skills with Node.js experience. Experience with production-grade web applications with sophisticated animations and designs with highly custom user interface elements, client-side routing that accounts for users with different permission levels and animated transitions, embedded video (and possible streaming) elements. Experience integrating with APIs and custom backends. Three.js or any other interactive frameworks are a plus. Someone with experience in Node.js, building websites that potentially cater to high visitor traffic. Also need experience dealing with security requirements of major, global corporations. Will likely use AWS / Azure. Full stack developer is preferred but we're open to receiving applications from frontend and backend developers as well.
WHEN: Part-time position, starting in the next few weeks, opportunity to go full time if/when as we grow in the space.
PAY: Looking to pay in the range of 50-100+/hour roughly, DOE. Payment must be structured as a W2.
",https://www.learningdollars.com/client/select_engineers/?crid=440
[],Senior Full Stack Engineer | 8 hours a week,Contract,4+ years,Areena,"['Sports', 'Fitness', 'Recreation', 'Fitness Gamification']",1-10 people,Frisco • Remote,"Lance McDonald, CEO • 2 years",https://heroleague.io,"Watch our demo video here.
Who we are
Founded by Stanford and Berkeley grads, Areena is building the future of recreational sports. There are 50 million adults in America playing sports every year, but they are served right now by an old-school network of small organizations offering largely the same product they did 30 years ago. We are changing that in a big way by building a tech-centric platform that transforms the experience, making it far easier and more fun for anyone to play whatever sport they want, all year long.
Where we are
Having validated our business model and value proposition, we have joined the Capital Factory Accelerator and are stepping into the next phase of the startup journey - refining/expanding our product offering and scaling across Texas. 
What we’re looking for
We need a rock-star technical leader to join our team on a part time basis. You will spend 8-10 hours a week helping to guide our development in a unique builder / coach capacity. While you'll get your hands dirty building product, you'll also be either leading junior developers to execute your vision or helping develop the technical skills of the CEO.
Experience And Skills 

Masters / Bachelors degree required in Computer Science, Software Engineering, or equivalent experience 
Knowledge of our tech stack - React, Flutter, Python, AWS, MongoDB
5+ years of software engineering experience or equivalent
Proven track record of turning ideas into products
Working knowledge of designing and building web scale applications
Experience building API frameworks from scratch
Static and Dynamic programming language expertise
RDBMS Design and Scaling experience (Indexing, Partitioning, Normalization, De-normalization)
Working knowledge of ElasticSearch or other Lucene based search engines
Knowledge of professional software engineering best practices including coding standards, code reviews, SCM, CI, build processes, unit and functional testing, automation, and operations 
Strong communication, organizational and time management skills

",Not Found
"['Python', 'Data Analysis', 'R', 'Statistical Modeling', 'Data Science']",Data Scientist,Contract,3+ years,Teller,"['Financial Services', 'Finance Technology', 'Blockchain / Cryptocurrency']",1-10 people,San Francisco • Remote,"Christopher Lee, Head of Growth & Operations • 7 months",https://teller.finance/,"Job Description
We’re opening a position for an experienced Data Scientist/Data Analyst. If you are looking to shape the future of decentralized finance and lead the next wave of blockchain adoption, we are the right project for you. Experience in blockchain is a big plus. The role is remote, although North American time zone residence takes preference.
Roles & Responsibilities
• Build and refine our default and/or pricing models using structured data
• Identify, analyze, and acquire new data sources to improve model accuracy
• Influence Teller's product offerings based on quantitative insights
• Become a domain expert in risk and/or pricing
• Day to day, this will include a mix of dataset acquisition, statistical modeling, exploratory data analysis, and software engineering.
• You'll work closely with the CEO and our talented engineering team.
Work Experience
• You have 3+ years of experience in machine learning, data science or analytics
• You have experience in either R or Python
• You have a strong understanding of statistical modeling techniques
• You demonstrate the ability to clearly communicate analysis
• Bonus points for previous credit default modeling experience, risk management experience, and/or AVM experience
",
[],Shopify App Developer,Contract,3+ years,Vray,"['E-Commerce', 'Mobile Payments']",1-10 people,San Diego • Remote,"Jack Shauh, Founder",http://www.vrayinc.com,"Develop a Shopify App for our recurring payment project. Applicant needs to be familiar with Shopify APIs, such as Order, Shipping and Fulfillment APis. On one end, the Shopify App integartes with Shopify platform, on the other end, the Shopify App integrates with our core payment engine.
The appliciant should have the following qualifications:

minimum 3 years experience working with Shopify e-commerce platform. - BS in Computer Science or Computer Engineering
know-how on e-commernce platform integration
famiiliar with C# and .Net environemnt
Modern server software development methodology
familiar with RESTful APIs

",Not Found
"['Heroku', 'React.js', 'AWS', 'React Native', 'Javascript AngularJS ExpressJS NodeJS MongoDB']",Tech Lead (Part-Time Employee),Contract,3+ years,AsylumConnect,"['Nonprofits', 'Gay & Lesbian Market', 'Immigration', 'Civic Tech']",1-10 people,New York City • Remote,"AsylumConnect Human Resources, Human Resources ",https://asylumconnect.org,"We’re looking for a collaborative and committed tech lead to join our remote team part-time. As AsylumConnect’s tech lead, you will be responsible for both technical project management of volunteers and coding. This is an exciting opportunity to serve as the technical lead for the AsylumConnect Catalog (the world's first tech resource platform designed for those fleeing persecution due to sexual orientation or gender identity).
Starting Compensation & Schedule: $35 per hour for 15 hours per week. Note: You must be based in New York or the District of Columbia, and available to start working remotely ASAP. 
AsylumConnect’s Tech Stack:

JavaScript / Node
React
React Native
Heroku
MongoDB, Express.js

For more information and to apply, visit our website: https://asylumconnect.org/position/tech-lead/
",https://www.learningdollars.com/client/select_engineers/?crid=2392
